Id	Scope	Ref_Name
gvo	I	Gavião Do Jiparaná
gvp	I	Pará Gavião
gvr	I	Gurung
gvs	I	Gumawana
gvy	I	Guyani
gwa	I	Mbato
gwb	I	Gwa
gwc	I	Gawri
gwd	I	Gawwada
gwe	I	Gweno
gwf	I	Gowro
gwg	I	Moo
gwi	I	Gwichʼin
gwj	I	ǀGwi
gwm	I	Awngthim
gwn	I	Gwandara
gwr	I	Gwere
gwt	I	Gawar-Bati
gwu	I	Guwamu
gww	I	Kwini
gwx	I	Gua
gxx	I	Wè Southern
gya	I	Northwest Gbaya
gyb	I	Garus
gyd	I	Kayardild
gye	I	Gyem
gyf	I	Gungabula
gyg	I	Gbayi
gyi	I	Gyele
gyl	I	Gayil
gym	I	Ngäbere
gyn	I	Guyanese Creole English
gyo	I	Gyalsumdo
gyr	I	Guarayu
gyy	I	Gunya
gyz	I	Geji
gza	I	Ganza
gzi	I	Gazi
gzn	I	Gane
haa	I	Hän
hab	I	Hanoi Sign Language
hac	I	Gurani
had	I	Hatam
hae	I	Eastern Oromo
haf	I	Haiphong Sign Language
hag	I	Hanga
hah	I	Hahon
hai	M	Haida
haj	I	Hajong
hak	I	Hakka Chinese
hal	I	Halang
ham	I	Hewa
han	I	Hangaza
hao	I	Hakö
hap	I	Hupla
haq	I	Ha
har	I	Harari
has	I	Haisla
hat	I	Haitian
hau	I	Hausa
hav	I	Havu
haw	I	Hawaiian
hax	I	Southern Haida
hay	I	Haya
haz	I	Hazaragi
hba	I	Hamba
hbb	I	Huba
hbn	I	Heiban
hbo	I	Ancient Hebrew
hbs	M	Serbo-Croatian
hbu	I	Habu
hca	I	Andaman Creole Hindi
hch	I	Huichol
hdn	I	Northern Haida
hds	I	Honduras Sign Language
hdy	I	Hadiyya
hea	I	Northern Qiandong Miao
heb	I	Hebrew
hed	I	Herdé
heg	I	Helong
heh	I	Hehe
hei	I	Heiltsuk
hem	I	Hemba
her	I	Herero
hgm	I	Haiǁom
hgw	I	Haigwai
hhi	I	Hoia Hoia
hhr	I	Kerak
hhy	I	Hoyahoya
hia	I	Lamang
hib	I	Hibito
hid	I	Hidatsa
hif	I	Fiji Hindi
hig	I	Kamwe
hih	I	Pamosu
hii	I	Hinduri
hij	I	Hijuk
hik	I	Seit-Kaitetu
hil	I	Hiligaynon
hin	I	Hindi
hio	I	Tsoa
hir	I	Himarimã
hit	I	Hittite
hiw	I	Hiw
hix	I	Hixkaryána
hji	I	Haji
hka	I	Kahe
hke	I	Hunde
hkh	I	Khah
hkk	I	Hunjara-Kaina Ke
hkn	I	Mel-Khaonh
hks	I	Hong Kong Sign Language
hla	I	Halia
hlb	I	Halbi
hld	I	Halang Doan
hle	I	Hlersu
hlt	I	Matu Chin
hlu	I	Hieroglyphic Luwian
hma	I	Southern Mashan Hmong
hmb	I	Humburi Senni Songhay
hmc	I	Central Huishui Hmong
hmd	I	Large Flowery Miao
hme	I	Eastern Huishui Hmong
hmf	I	Hmong Don
hmg	I	Southwestern Guiyang Hmong
hmh	I	Southwestern Huishui Hmong
hmi	I	Northern Huishui Hmong
hmj	I	Ge
hmk	I	Maek
hml	I	Luopohe Hmong
hmm	I	Central Mashan Hmong
hmn	M	Hmong
hmo	I	Hiri Motu
hmp	I	Northern Mashan Hmong
hmq	I	Eastern Qiandong Miao
hmr	I	Hmar
hms	I	Southern Qiandong Miao
hmt	I	Hamtai
hmu	I	Hamap
hmv	I	Hmong Dô
hmw	I	Western Mashan Hmong
hmy	I	Southern Guiyang Hmong
hmz	I	Hmong Shua
hna	I	Mina (Cameroon)
hnd	I	Southern Hindko
hne	I	Chhattisgarhi
hng	I	Hungu
hnh	I	ǁAni
hni	I	Hani
hnj	I	Hmong Njua
hnm	I	Hainanese
hnn	I	Hanunoo
hno	I	Northern Hindko
hns	I	Caribbean Hindustani
hnu	I	Hung
hoa	I	Hoava
hob	I	Mari (Madang Province)
hoc	I	Ho
hod	I	Holma
hoe	I	Horom
hoh	I	Hobyót
hoi	I	Holikachuk
hoj	I	Hadothi
hol	I	Holu
hom	I	Homa
hoo	I	Holoholo
hop	I	Hopi
hor	I	Horo
hos	I	Ho Chi Minh City Sign Language
hot	I	Hote
hov	I	Hovongan
how	I	Honi
hoy	I	Holiya
hoz	I	Hozo
hpo	I	Hpon
hps	I	Hawai'i Sign Language (HSL)
hra	I	Hrangkhol
hrc	I	Niwer Mil
hre	I	Hre
hrk	I	Haruku
hrm	I	Horned Miao
hro	I	Haroi
hrp	I	Nhirrpi
hrt	I	Hértevin
hru	I	Hruso
hrv	I	Croatian
hrw	I	Warwar Feni
hrx	I	Hunsrik
hrz	I	Harzani
hsb	I	Upper Sorbian
hsh	I	Hungarian Sign Language
hsl	I	Hausa Sign Language
hsn	I	Xiang Chinese
hss	I	Harsusi
hti	I	Hoti
hto	I	Minica Huitoto
hts	I	Hadza
htu	I	Hitu
htx	I	Middle Hittite
hub	I	Huambisa
huc	I	ǂHua
hud	I	Huaulu
hue	I	San Francisco Del Mar Huave
huf	I	Humene
hug	I	Huachipaeri
huh	I	Huilliche
hui	I	Huli
huj	I	Northern Guiyang Hmong
huk	I	Hulung
hul	I	Hula
hum	I	Hungana
hun	I	Hungarian
huo	I	Hu
hup	I	Hupa
huq	I	Tsat
hur	I	Halkomelem
hus	I	Huastec
hut	I	Humla
huu	I	Murui Huitoto
huv	I	San Mateo Del Mar Huave
huw	I	Hukumina
hux	I	Nüpode Huitoto
huy	I	Hulaulá
huz	I	Hunzib
hvc	I	Haitian Vodoun Culture Language
hve	I	San Dionisio Del Mar Huave
hvk	I	Haveke
hvn	I	Sabu
hvv	I	Santa María Del Mar Huave
hwa	I	Wané
hwc	I	Hawai'i Creole English
hwo	I	Hwana
hya	I	Hya
hye	I	Armenian
hyw	I	Western Armenian
iai	I	Iaai
ian	I	Iatmul
iar	I	Purari
iba	I	Iban
ibb	I	Ibibio
ibd	I	Iwaidja
ibe	I	Akpes
ibg	I	Ibanag
ibh	I	Bih
ibl	I	Ibaloi
ibm	I	Agoi
ibn	I	Ibino
ibo	I	Igbo
ibr	I	Ibuoro
ibu	I	Ibu
iby	I	Ibani
ica	I	Ede Ica
ich	I	Etkywan
icl	I	Icelandic Sign Language
icr	I	Islander Creole English
ida	I	Idakho-Isukha-Tiriki
idb	I	Indo-Portuguese
idc	I	Idon
idd	I	Ede Idaca
ide	I	Idere
idi	I	Idi
ido	I	Ido
idr	I	Indri
ids	I	Idesa
idt	I	Idaté
idu	I	Idoma
ifa	I	Amganad Ifugao
ifb	I	Batad Ifugao
ife	I	Ifè
iff	I	Ifo
ifk	I	Tuwali Ifugao
ifm	I	Teke-Fuumu
ifu	I	Mayoyao Ifugao
ify	I	Keley-I Kallahan
igb	I	Ebira
ige	I	Igede
igg	I	Igana
igl	I	Igala
igm	I	Kanggape
ign	I	Ignaciano
igo	I	Isebe
igs	I	Interglossa
igw	I	Igwe
ihb	I	Iha Based Pidgin
ihi	I	Ihievbe
ihp	I	Iha
ihw	I	Bidhawal
iii	I	Sichuan Yi
iin	I	Thiin
ijc	I	Izon
ije	I	Biseni
ijj	I	Ede Ije
ijn	I	Kalabari
ijs	I	Southeast Ijo
ike	I	Eastern Canadian Inuktitut
ikh	I	Ikhin-Arokho
iki	I	Iko
ikk	I	Ika
ikl	I	Ikulu
iko	I	Olulumo-Ikom
ikp	I	Ikpeshi
ikr	I	Ikaranggal
iks	I	Inuit Sign Language
ikt	I	Inuinnaqtun
iku	M	Inuktitut
ikv	I	Iku-Gora-Ankwa
ikw	I	Ikwere
ikx	I	Ik
ikz	I	Ikizu
ila	I	Ile Ape
ilb	I	Ila
ile	I	Interlingue
ilg	I	Garig-Ilgar
ili	I	Ili Turki
ilk	I	Ilongot
ilm	I	Iranun (Malaysia)
ilo	I	Iloko
ilp	I	Iranun (Philippines)
ils	I	International Sign
ilu	I	Ili'uun
ilv	I	Ilue
ima	I	Mala Malasar
imi	I	Anamgura
iml	I	Miluk
imn	I	Imonda
imo	I	Imbongu
imr	I	Imroing
ims	I	Marsian
imt	I	Imotong
imy	I	Milyan
ina	I	Interlingua (International Auxiliary Language Association)
inb	I	Inga
ind	I	Indonesian
ing	I	Degexit'an
inh	I	Ingush
inj	I	Jungle Inga
inl	I	Indonesian Sign Language
inm	I	Minaean
inn	I	Isinai
ino	I	Inoke-Yate
inp	I	Iñapari
ins	I	Indian Sign Language
int	I	Intha
inz	I	Ineseño
ior	I	Inor
iou	I	Tuma-Irumu
iow	I	Iowa-Oto
ipi	I	Ipili
ipk	M	Inupiaq
ipo	I	Ipiko
iqu	I	Iquito
iqw	I	Ikwo
ire	I	Iresim
irh	I	Irarutu
iri	I	Rigwe
irk	I	Iraqw
irn	I	Irántxe
irr	I	Ir
iru	I	Irula
irx	I	Kamberau
iry	I	Iraya
isa	I	Isabi
isc	I	Isconahua
isd	I	Isnag
ise	I	Italian Sign Language
isg	I	Irish Sign Language
ish	I	Esan
isi	I	Nkem-Nkum
isk	I	Ishkashimi
isl	I	Icelandic
ism	I	Masimasi
isn	I	Isanzu
iso	I	Isoko
isr	I	Israeli Sign Language
ist	I	Istriot
isu	I	Isu (Menchum Division)
isv	I	Interslavic
ita	I	Italian
itb	I	Binongan Itneg
itd	I	Southern Tidung
ite	I	Itene
iti	I	Inlaod Itneg
itk	I	Judeo-Italian
itl	I	Itelmen
itm	I	Itu Mbon Uzo
ito	I	Itonama
itr	I	Iteri
its	I	Isekiri
itt	I	Maeng Itneg
itv	I	Itawit
itw	I	Ito
itx	I	Itik
ity	I	Moyadan Itneg
itz	I	Itzá
ium	I	Iu Mien
ivb	I	Ibatan
ivv	I	Ivatan
iwk	I	I-Wak
iwm	I	Iwam
iwo	I	Iwur
iws	I	Sepik Iwam
ixc	I	Ixcatec
ixl	I	Ixil
iya	I	Iyayu
iyo	I	Mesaka
iyx	I	Yaka (Congo)
izh	I	Ingrian
izm	I	Kizamani
izr	I	Izere
izz	I	Izii
jaa	I	Jamamadí
jab	I	Hyam
jac	I	Popti'
jad	I	Jahanka
jae	I	Yabem
jaf	I	Jara
jah	I	Jah Hut
jaj	I	Zazao
jak	I	Jakun
jal	I	Yalahatan
jam	I	Jamaican Creole English
jan	I	Jandai
jao	I	Yanyuwa
jaq	I	Yaqay
jas	I	New Caledonian Javanese
jat	I	Jakati
jau	I	Yaur
jav	I	Javanese
jax	I	Jambi Malay
jay	I	Yan-nhangu
jaz	I	Jawe
jbe	I	Judeo-Berber
jbi	I	Badjiri
jbj	I	Arandai
jbk	I	Barikewa
jbm	I	Bijim
jbn	I	Nafusi
jbo	I	Lojban
jbr	I	Jofotek-Bromnya
jbt	I	Jabutí
jbu	I	Jukun Takum
jbw	I	Yawijibaya
jcs	I	Jamaican Country Sign Language
jct	I	Krymchak
jda	I	Jad
jdg	I	Jadgali
jdt	I	Judeo-Tat
jeb	I	Jebero
jee	I	Jerung
jeh	I	Jeh
jei	I	Yei
jek	I	Jeri Kuo
jel	I	Yelmek
jen	I	Dza
jer	I	Jere
jet	I	Manem
jeu	I	Jonkor Bourmataguil
jgb	I	Ngbee
jge	I	Judeo-Georgian
jgk	I	Gwak
jgo	I	Ngomba
jhi	I	Jehai
jhs	I	Jhankot Sign Language
jia	I	Jina
jib	I	Jibu
jic	I	Tol
jid	I	Bu (Kaduna State)
jie	I	Jilbe
jig	I	Jingulu
jih	I	sTodsde
jii	I	Jiiddu
jil	I	Jilim
jim	I	Jimi (Cameroon)
jio	I	Jiamao
jiq	I	Guanyinqiao
jit	I	Jita
jiu	I	Youle Jinuo
jiv	I	Shuar
jiy	I	Buyuan Jinuo
jje	I	Jejueo
jjr	I	Bankal
jka	I	Kaera
jkm	I	Mobwa Karen
jko	I	Kubo
jkp	I	Paku Karen
jkr	I	Koro (India)
jks	I	Amami Koniya Sign Language
jku	I	Labir
jle	I	Ngile
jls	I	Jamaican Sign Language
jma	I	Dima
jmb	I	Zumbun
jmc	I	Machame
jmd	I	Yamdena
jmi	I	Jimi (Nigeria)
jml	I	Jumli
jmn	I	Makuri Naga
jmr	I	Kamara
jms	I	Mashi (Nigeria)
jmw	I	Mouwase
jmx	I	Western Juxtlahuaca Mixtec
jna	I	Jangshung
jnd	I	Jandavra
jng	I	Yangman
jni	I	Janji
jnj	I	Yemsa
jnl	I	Rawat
jns	I	Jaunsari
job	I	Joba
jod	I	Wojenaka
jog	I	Jogi
jor	I	Jorá
jos	I	Jordanian Sign Language
jow	I	Jowulu
jpa	I	Jewish Palestinian Aramaic
jpn	I	Japanese
jpr	I	Judeo-Persian
jqr	I	Jaqaru
jra	I	Jarai
jrb	M	Judeo-Arabic
jrr	I	Jiru
jrt	I	Jakattoe
jru	I	Japrería
jsl	I	Japanese Sign Language
jua	I	Júma
jub	I	Wannu
juc	I	Jurchen
jud	I	Worodougou
juh	I	Hõne
jui	I	Ngadjuri
juk	I	Wapan
jul	I	Jirel
jum	I	Jumjum
jun	I	Juang
juo	I	Jiba
jup	I	Hupdë
jur	I	Jurúna
jus	I	Jumla Sign Language
jut	I	Jutish
juu	I	Ju
juw	I	Wãpha
juy	I	Juray
jvd	I	Javindo
jvn	I	Caribbean Javanese
jwi	I	Jwira-Pepesa
jya	I	Jiarong
jye	I	Judeo-Yemeni Arabic
jyy	I	Jaya
kaa	I	Kara-Kalpak
kab	I	Kabyle
kac	I	Kachin
kad	I	Adara
kae	I	Ketangalan
kaf	I	Katso
kag	I	Kajaman
kah	I	Kara (Central African Republic)
kai	I	Karekare
kaj	I	Jju
kak	I	Kalanguya
kal	I	Kalaallisut
kam	I	Kamba (Kenya)
kan	I	Kannada
kao	I	Xaasongaxango
kap	I	Bezhta
kaq	I	Capanahua
kas	I	Kashmiri
kat	I	Georgian
kau	M	Kanuri
kav	I	Katukína
kaw	I	Kawi
kax	I	Kao
kay	I	Kamayurá
kaz	I	Kazakh
kba	I	Kalarko
kbb	I	Kaxuiâna
kbc	I	Kadiwéu
kbd	I	Kabardian
kbe	I	Kanju
kbg	I	Khamba
kbh	I	Camsá
kbi	I	Kaptiau
kbj	I	Kari
kbk	I	Grass Koiari
kbl	I	Kanembu
kbm	I	Iwal
kbn	I	Kare (Central African Republic)
kbo	I	Keliko
kbp	I	Kabiyè
kbq	I	Kamano
kbr	I	Kafa
kbs	I	Kande
kbt	I	Abadi
kbu	I	Kabutra
kbv	I	Dera (Indonesia)
kbw	I	Kaiep
kbx	I	Ap Ma
kby	I	Manga Kanuri
kbz	I	Duhwa
kca	I	Khanty
kcb	I	Kawacha
kcc	I	Lubila
kcd	I	Ngkâlmpw Kanum
kce	I	Kaivi
kcf	I	Ukaan
kcg	I	Tyap
kch	I	Vono
kci	I	Ngyian
kcj	I	Kobiana
kck	I	Kalanga
kcl	I	Kela (Papua New Guinea)
kcm	I	Gula (Central African Republic)
kcn	I	Nubi
kco	I	Kinalakna
kcp	I	Kanga
kcq	I	Kamo
kcr	I	Katla
kcs	I	Koenoem
kct	I	Kaian
kcu	I	Kami (Tanzania)
kcv	I	Kete
kcw	I	Kabwari
kcx	I	Kachama-Ganjule
kcy	I	Korandje
kcz	I	Konongo
kda	I	Worimi
kdc	I	Kutu
kdd	I	Yankunytjatjara
kde	I	Makonde
kdf	I	Mamusi
kdg	I	Seba
kdh	I	Tem
kdi	I	Kumam
kdj	I	Karamojong
kdk	I	Numèè
kdl	I	Tsikimba
kdm	I	Kagoma
kdn	I	Kunda
kdp	I	Kaningdon-Nindem
kdq	I	Koch
kdr	I	Karaim
kdt	I	Kuy
kdu	I	Kadaru
kdw	I	Koneraw
kdx	I	Kam
kdy	I	Keder
kdz	I	Kwaja
kea	I	Kabuverdianu
keb	I	Kélé
kec	I	Keiga
ked	I	Kerewe
kee	I	Eastern Keres
kef	I	Kpessi
keg	I	Tese
keh	I	Keak
kei	I	Kei
kej	I	Kadar
kek	I	Kekchí
kel	I	Kela (Democratic Republic of Congo)
kem	I	Kemak
ken	I	Kenyang
keo	I	Kakwa
kep	I	Kaikadi
keq	I	Kamar
ker	I	Kera
kes	I	Kugbo
ket	I	Ket
keu	I	Akebu
kev	I	Kanikkaran
kew	I	West Kewa
kex	I	Kukna
key	I	Kupia
kez	I	Kukele
kfa	I	Kodava
kfb	I	Northwestern Kolami
kfc	I	Konda-Dora
kfd	I	Korra Koraga
kfe	I	Kota (India)
kff	I	Koya
kfg	I	Kudiya
kfh	I	Kurichiya
kfi	I	Kannada Kurumba
kfj	I	Kemiehua
kfk	I	Kinnauri
kfl	I	Kung
kfm	I	Khunsari
kfn	I	Kuk
kfo	I	Koro (Côte d'Ivoire)
kfp	I	Korwa
kfq	I	Korku
kfr	I	Kachhi
kfs	I	Bilaspuri
kft	I	Kanjari
kfu	I	Katkari
kfv	I	Kurmukar
kfw	I	Kharam Naga
kfx	I	Kullu Pahari
kfy	I	Kumaoni
kfz	I	Koromfé
kga	I	Koyaga
kgb	I	Kawe
kge	I	Komering
kgf	I	Kube
kgg	I	Kusunda
kgi	I	Selangor Sign Language
kgj	I	Gamale Kham
kgk	I	Kaiwá
kgl	I	Kunggari
kgn	I	Karingani
kgo	I	Krongo
kgp	I	Kaingang
kgq	I	Kamoro
kgr	I	Abun
kgs	I	Kumbainggar
kgt	I	Somyev
kgu	I	Kobol
kgv	I	Karas
kgw	I	Karon Dori
kgx	I	Kamaru
kgy	I	Kyerung
kha	I	Khasi
khb	I	Lü
khc	I	Tukang Besi North
khd	I	Bädi Kanum
khe	I	Korowai
khf	I	Khuen
khg	I	Khams Tibetan
khh	I	Kehu
khj	I	Kuturmi
khk	I	Halh Mongolian
khl	I	Lusi
khm	I	Khmer
khn	I	Khandesi
kho	I	Khotanese
khp	I	Kapori
khq	I	Koyra Chiini Songhay
khr	I	Kharia
khs	I	Kasua
kht	I	Khamti
khu	I	Nkhumbi
khv	I	Khvarshi
khw	I	Khowar
khx	I	Kanu
khy	I	Kele (Democratic Republic of Congo)
khz	I	Keapara
kia	I	Kim
kib	I	Koalib
kic	I	Kickapoo
kid	I	Koshin
kie	I	Kibet
kif	I	Eastern Parbate Kham
kig	I	Kimaama
kih	I	Kilmeri
kii	I	Kitsai
kij	I	Kilivila
kik	I	Kikuyu
kil	I	Kariya
kim	I	Karagas
kin	I	Kinyarwanda
kio	I	Kiowa
kip	I	Sheshi Kham
kiq	I	Kosadle
kir	I	Kirghiz
kis	I	Kis
kit	I	Agob
kiu	I	Kirmanjki (individual language)
kiv	I	Kimbu
kiw	I	Northeast Kiwai
kix	I	Khiamniungan Naga
kiy	I	Kirikiri
kiz	I	Kisi
kja	I	Mlap
kjb	I	Q'anjob'al
kjc	I	Coastal Konjo
kjd	I	Southern Kiwai
kje	I	Kisar
kjg	I	Khmu
kjh	I	Khakas
kji	I	Zabana
kjj	I	Khinalugh
kjk	I	Highland Konjo
kjl	I	Western Parbate Kham
kjm	I	Kháng
kjn	I	Kunjen
kjo	I	Harijan Kinnauri
kjp	I	Pwo Eastern Karen
kjq	I	Western Keres
kjr	I	Kurudu
kjs	I	East Kewa
kjt	I	Phrae Pwo Karen
kju	I	Kashaya
kjv	I	Kaikavian Literary Language
kjx	I	Ramopa
kjy	I	Erave
kjz	I	Bumthangkha
kka	I	Kakanda
kkb	I	Kwerisa
kkc	I	Odoodee
kkd	I	Kinuku
kke	I	Kakabe
kkf	I	Kalaktang Monpa
kkg	I	Mabaka Valley Kalinga
kkh	I	Khün
kki	I	Kagulu
kkj	I	Kako
kkk	I	Kokota
kkl	I	Kosarek Yale
kkm	I	Kiong
kkn	I	Kon Keu
kko	I	Karko
kkp	I	Gugubera
kkq	I	Kaeku
kkr	I	Kir-Balar
kks	I	Giiwo
kkt	I	Koi
kku	I	Tumi
kkv	I	Kangean
kkw	I	Teke-Kukuya
kkx	I	Kohin
kky	I	Guugu Yimidhirr
kkz	I	Kaska
kla	I	Klamath-Modoc
klb	I	Kiliwa
klc	I	Kolbila
kld	I	Gamilaraay
kle	I	Kulung (Nepal)
klf	I	Kendeje
klg	I	Tagakaulo
klh	I	Weliki
kli	I	Kalumpang
klj	I	Khalaj
klk	I	Kono (Nigeria)
kll	I	Kagan Kalagan
klm	I	Migum
kln	M	Kalenjin
klo	I	Kapya
klp	I	Kamasa
klq	I	Rumu
klr	I	Khaling
kls	I	Kalasha
klt	I	Nukna
klu	I	Klao
klv	I	Maskelynes
klw	I	Tado
klx	I	Koluwawa
kly	I	Kalao
klz	I	Kabola
kma	I	Konni
kmb	I	Kimbundu
kmc	I	Southern Dong
kmd	I	Majukayang Kalinga
kme	I	Bakole
kmf	I	Kare (Papua New Guinea)
kmg	I	Kâte
kmh	I	Kalam
kmi	I	Kami (Nigeria)
kmj	I	Kumarbhag Paharia
kmk	I	Limos Kalinga
kml	I	Tanudan Kalinga
kmm	I	Kom (India)
kmn	I	Awtuw
kmo	I	Kwoma
kmp	I	Gimme
kmq	I	Kwama
kmr	I	Northern Kurdish
kms	I	Kamasau
kmt	I	Kemtuik
kmu	I	Kanite
kmv	I	Karipúna Creole French
kmw	I	Komo (Democratic Republic of Congo)
kmx	I	Waboda
kmy	I	Koma
kmz	I	Khorasani Turkish
kna	I	Dera (Nigeria)
knb	I	Lubuagan Kalinga
knc	I	Central Kanuri
knd	I	Konda
kne	I	Kankanaey
knf	I	Mankanya
kng	I	Koongo
kni	I	Kanufi
knj	I	Western Kanjobal
knk	I	Kuranko
knl	I	Keninjal
knm	I	Kanamarí
knn	I	Konkani (individual language)
kno	I	Kono (Sierra Leone)
knp	I	Kwanja
knq	I	Kintaq
knr	I	Kaningra
kns	I	Kensiu
knt	I	Panoan Katukína
knu	I	Kono (Guinea)
knv	I	Tabo
knw	I	Kung-Ekoka
knx	I	Kendayan
kny	I	Kanyok
knz	I	Kalamsé
koa	I	Konomala
koc	I	Kpati
kod	I	Kodi
koe	I	Kacipo-Bale Suri
kof	I	Kubi
kog	I	Cogui
koh	I	Koyo
koi	I	Komi-Permyak
kok	M	Konkani (macrolanguage)
kol	I	Kol (Papua New Guinea)
kom	M	Komi
kon	M	Kongo
koo	I	Konzo
kop	I	Waube
koq	I	Kota (Gabon)
kor	I	Korean
kos	I	Kosraean
kot	I	Lagwan
kou	I	Koke
kov	I	Kudu-Camo
kow	I	Kugama
koy	I	Koyukon
koz	I	Korak
kpa	I	Kutto
kpb	I	Mullu Kurumba
kpc	I	Curripaco
kpd	I	Koba
kpe	M	Kpelle
kpf	I	Komba
kpg	I	Kapingamarangi
kph	I	Kplang
kpi	I	Kofei
kpj	I	Karajá
kpk	I	Kpan
kpl	I	Kpala
kpm	I	Koho
kpn	I	Kepkiriwát
kpo	I	Ikposo
kpq	I	Korupun-Sela
kpr	I	Korafe-Yegha
kps	I	Tehit
kpt	I	Karata
kpu	I	Kafoa
kpv	I	Komi-Zyrian
kpw	I	Kobon
kpx	I	Mountain Koiali
kpy	I	Koryak
kpz	I	Kupsabiny
kqa	I	Mum
kqb	I	Kovai
kqc	I	Doromu-Koki
kqd	I	Koy Sanjaq Surat
kqe	I	Kalagan
kqf	I	Kakabai
kqg	I	Khe
kqh	I	Kisankasa
kqi	I	Koitabu
kqj	I	Koromira
kqk	I	Kotafon Gbe
kql	I	Kyenele
kqm	I	Khisa
kqn	I	Kaonde
kqo	I	Eastern Krahn
kqp	I	Kimré
kqq	I	Krenak
kqr	I	Kimaragang
kqs	I	Northern Kissi
kqt	I	Klias River Kadazan
kqu	I	Seroa
kqv	I	Okolod
kqw	I	Kandas
kqx	I	Mser
kqy	I	Koorete
kqz	I	Korana
kra	I	Kumhali
krb	I	Karkin
krc	I	Karachay-Balkar
krd	I	Kairui-Midiki
kre	I	Panará
krf	I	Koro (Vanuatu)
krh	I	Kurama
kri	I	Krio
krj	I	Kinaray-A
krk	I	Kerek
krl	I	Karelian
krn	I	Sapo
krp	I	Durop
krr	I	Krung
krs	I	Gbaya (Sudan)
krt	I	Tumari Kanuri
kru	I	Kurukh
krv	I	Kavet
krw	I	Western Krahn
krx	I	Karon
kry	I	Kryts
krz	I	Sota Kanum
ksb	I	Shambala
ksc	I	Southern Kalinga
ksd	I	Kuanua
kse	I	Kuni
ksf	I	Bafia
ksg	I	Kusaghe
ksh	I	Kölsch
ksi	I	Krisa
ksj	I	Uare
ksk	I	Kansa
ksl	I	Kumalu
ksm	I	Kumba
ksn	I	Kasiguranin
kso	I	Kofa
ksp	I	Kaba
ksq	I	Kwaami
ksr	I	Borong
kss	I	Southern Kisi
kst	I	Winyé
ksu	I	Khamyang
ksv	I	Kusu
ksw	I	S'gaw Karen
ksx	I	Kedang
ksy	I	Kharia Thar
ksz	I	Kodaku
kta	I	Katua
ktb	I	Kambaata
ktc	I	Kholok
ktd	I	Kokata
kte	I	Nubri
ktf	I	Kwami
ktg	I	Kalkutung
kth	I	Karanga
kti	I	North Muyu
ktj	I	Plapo Krumen
ktk	I	Kaniet
ktl	I	Koroshi
ktm	I	Kurti
ktn	I	Karitiâna
kto	I	Kuot
ktp	I	Kaduo
ktq	I	Katabaga
kts	I	South Muyu
ktt	I	Ketum
ktu	I	Kituba (Democratic Republic of Congo)
ktv	I	Eastern Katu
ktw	I	Kato
ktx	I	Kaxararí
kty	I	Kango (Bas-Uélé District)
ktz	I	Juǀʼhoan
kua	I	Kuanyama
kub	I	Kutep
kuc	I	Kwinsu
kud	I	'Auhelawa
kue	I	Kuman (Papua New Guinea)
kuf	I	Western Katu
kug	I	Kupa
kuh	I	Kushi
kui	I	Kuikúro-Kalapálo
kuj	I	Kuria
kuk	I	Kepo'
kul	I	Kulere
kum	I	Kumyk
kun	I	Kunama
kuo	I	Kumukio
kup	I	Kunimaipa
kuq	I	Karipuna
kur	M	Kurdish
kus	I	Kusaal
kut	I	Kutenai
kuu	I	Upper Kuskokwim
kuv	I	Kur
kuw	I	Kpagua
kux	I	Kukatja
kuy	I	Kuuku-Ya'u
kuz	I	Kunza
kva	I	Bagvalal
kvb	I	Kubu
kvc	I	Kove
kvd	I	Kui (Indonesia)
kve	I	Kalabakan
kvf	I	Kabalai
kvg	I	Kuni-Boazi
kvh	I	Komodo
kvi	I	Kwang
kvj	I	Psikye
kvk	I	Korean Sign Language
kvl	I	Kayaw
kvm	I	Kendem
kvn	I	Border Kuna
kvo	I	Dobel
kvp	I	Kompane
kvq	I	Geba Karen
kvr	I	Kerinci
kvt	I	Lahta Karen
kvu	I	Yinbaw Karen
kvv	I	Kola
kvw	I	Wersing
kvx	I	Parkari Koli
kvy	I	Yintale Karen
kvz	I	Tsakwambo
kwa	I	Dâw
kwb	I	Kwa
kwc	I	Likwala
kwd	I	Kwaio
kwe	I	Kwerba
kwf	I	Kwara'ae
kwg	I	Sara Kaba Deme
kwh	I	Kowiai
kwi	I	Awa-Cuaiquer
kwj	I	Kwanga
kwk	I	Kwak'wala
kwl	I	Kofyar
kwm	I	Kwambi
kwn	I	Kwangali
kwo	I	Kwomtari
kwp	I	Kodia
kwr	I	Kwer
kws	I	Kwese
kwt	I	Kwesten
kwu	I	Kwakum
kwv	I	Sara Kaba Náà
kww	I	Kwinti
kwx	I	Khirwar
kwy	I	San Salvador Kongo
kwz	I	Kwadi
kxa	I	Kairiru
kxb	I	Krobu
kxc	I	Konso
kxd	I	Brunei
kxf	I	Manumanaw Karen
kxh	I	Karo (Ethiopia)
kxi	I	Keningau Murut
kxj	I	Kulfa
kxk	I	Zayein Karen
kxm	I	Northern Khmer
kxn	I	Kanowit-Tanjong Melanau
kxo	I	Kanoé
kxp	I	Wadiyara Koli
kxq	I	Smärky Kanum
kxr	I	Koro (Papua New Guinea)
kxs	I	Kangjia
kxt	I	Koiwat
kxv	I	Kuvi
kxw	I	Konai
kxx	I	Likuba
kxy	I	Kayong
kxz	I	Kerewo
kya	I	Kwaya
kyb	I	Butbut Kalinga
kyc	I	Kyaka
